time,speed_kmh,i_true,i_meas,v_meas,true_soc,cc_soc,hybrid_soc,kf_soc,v_pred
256.000,0.00,31.250,31.257,12.1152,97.5536,97.5034,95.1733,97.2758,12.1211
257.000,0.00,31.250,31.369,12.1068,97.5107,97.4598,95.1297,97.0828,12.1097
258.000,0.00,31.250,31.310,12.1047,97.4678,97.4160,95.0859,97.2492,12.1129
259.000,0.00,31.250,31.290,12.1161,97.4249,97.3723,95.0422,97.0207,12.1025
260.000,0.00,31.250,31.452,12.0952,97.3819,97.3285,94.9984,96.8962,12.0933
261.000,0.00,31.250,31.307,12.0882,97.3390,97.2848,94.9547,96.9465,12.0944
262.000,0.00,31.250,31.277,12.0981,97.2961,97.2411,94.9110,96.8032,12.0874
263.000,0.00,31.250,31.227,12.0701,97.2532,97.1974,94.8673,96.9074,12.0892
264.000,0.00,31.250,31.404,12.0761,97.2103,97.1537,94.8236,96.7348,12.0787
265.000,0.00,31.250,31.278,12.0601,97.1674,97.1100,94.7799,96.6308,12.0748
266.000,0.00,31.250,31.374,12.0630,97.1245,97.0662,94.7362,96.4404,12.0652
267.000,0.00,31.250,31.513,12.0878,97.0815,97.0226,94.6925,96.7650,12.0724
268.000,0.00,-12.500,-12.301,12.6866,97.0389,96.9793,94.6492,96.8520,12.6651
269.000,0.00,-12.500,-12.246,12.6807,97.0568,96.9963,94.6662,96.8431,12.6841
270.000,0.00,-12.500,-12.339,12.7261,97.0747,97.0133,94.6832,97.1860,12.7161
271.000,0.00,-12.500,-12.504,12.7234,97.0926,97.0303,94.7002,96.9974,12.7302
272.000,0.00,-12.500,-12.282,12.7403,97.1105,97.0473,94.7172,97.1253,12.7492
273.000,0.00,-12.500,-12.294,12.7564,97.1283,97.0642,94.7341,96.9866,12.7616
274.000,0.00,-12.500,-12.404,12.7683,97.1462,97.0812,94.7511,97.1581,12.7851
275.000,0.00,-12.500,-12.279,12.8146,97.1641,97.0982,94.7681,97.2330,12.8014
276.000,0.00,12.500,12.746,12.4564,97.1818,97.1151,94.7850,97.0119,12.4709
277.000,0.00,12.500,12.604,12.4858,97.1639,97.0972,94.7671,96.8699,12.4700
278.000,0.00,12.500,12.537,12.4873,97.1460,97.0793,94.7492,96.8506,12.4722
279.000,0.00,12.500,12.535,12.4772,97.1282,97.0614,94.7313,96.8341,12.4736
280.000,0.00,12.500,12.665,12.4790,97.1103,97.0435,94.7134,96.9229,12.4767
281.000,0.00,12.500,12.519,12.4677,97.0924,97.0257,94.6956,96.8457,12.4778
282.000,0.00,12.500,12.743,12.4755,97.0745,97.0078,94.6777,96.7220,12.4722
283.000,0.00,12.500,12.682,12.4967,97.0566,96.9899,94.6598,97.0495,12.4858
284.000,0.00,12.500,12.509,12.4722,97.0388,96.9720,94.6419,96.7297,12.4789
285.000,0.00,12.500,12.672,12.4750,97.0209,96.9541,94.6240,96.7260,12.4781
286.000,0.00,12.500,12.722,12.4953,97.0030,96.9362,94.6062,96.8136,12.4818
287.000,0.00,12.500,12.559,12.4649,96.9851,96.9184,94.5883,96.6247,12.4791
288.000,0.00,12.500,12.762,12.4827,96.9672,96.9005,94.5704,96.7092,12.4805
289.000,0.00,12.500,12.534,12.4796,96.9493,96.8826,94.5525,96.5244,12.4787
290.000,0.00,12.500,12.732,12.4834,96.9315,96.8647,94.5346,96.6554,12.4819
